querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,5066105,351701,0.7384237,0.6761818,0.93057764,6860702,7492223,0.7384237064953412,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,5223313,361241,0.72080326,0.69716465,0.9308406,7246517,7492223,0.7208032493403382,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,5358215,370353,0.70872647,0.71517026,0.93088126,7560343,7492223,0.7151702505384584,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_09_SFU_O_A_Oscillatoriales_45_144.fa,5307126,366090,0.73370117,0.7083513,0.9310192,7233362,7492223,0.7337011475438392,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_10_PVI_O_A_Oscillatoriales_46_64.fa,7646769,6982,1.0120414,1.0206275,0.9990869,7555786,7492223,1.0206275226992043,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_11_PCY_U_A_Oscillatoriales_46_44.fa,7626911,7441,1.0002829,1.017977,0.9990244,7624754,7492223,1.0179770409930404,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_12_PCY_D_A_Oscillatoriales_46_131.fa,7722097,7531,1.0156237,1.0306817,0.99902475,7603305,7492223,1.0306816815249626,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_13_LAR_U_A_Oscillatoriales_45_90.fa,5344248,368169,0.7054376,0.71330607,0.9311093,7575791,7492223,0.7133060508209647,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_14_LAR_D_A_Oscillatoriales_45_71.fa,5354352,369102,0.7057535,0.7146546,0.931065,7586717,7492223,0.7146546492276058,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_15_JOR_U_A_Oscillatoriales_45_73.fa,5332201,366943,0.69726694,0.7116981,0.9311836,7647288,7492223,0.711698116833949,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_16_JOR_D_A_Oscillatoriales_45_142.fa,5313944,368199,0.72258055,0.7092613,0.9307108,7354120,7492223,0.7225805398878452,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_17_BER_D_A_Oscillatoriales_45_133.fa,5331536,376953,0.7002908,0.71160936,0.9292975,7613317,7492223,0.711609358130424,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_18_LLB_O_A_Oscillatoriales_45_52.fa,5377623,373902,0.71458197,0.7177607,0.93047076,7525551,7492223,0.7177606699640414,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_19_SFW_U_A_Oscillatoriales_45_100.fa,5347552,375256,0.7049587,0.713747,0.92982656,7585625,7492223,0.7137470414321624,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,5353848,369266,0.70505977,0.7145874,0.93102795,7593467,7492223,0.7145873794733553,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_21_RUC_O_A_Oscillatoriales_46_74.fa,7011245,31798,0.93196857,0.93580306,0.99546474,7523049,7492223,0.9358030320240067,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,7017194,32830,0.9351668,0.93659705,0.9953215,7503682,7492223,0.9365970553732851,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,5319594,369305,0.7131374,0.7100154,0.93057644,7459424,7492223,0.7131373682471998,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,5322249,368506,0.71285146,0.7103698,0.9307612,7466140,7492223,0.7128514868459471,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,5358694,369283,0.6925528,0.71523416,0.93108714,7737596,7492223,0.7152341834993432,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,7491750,0,0.9999369,0.9999369,1.0,7492223,7492223,0.9999368678695228,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,5370988,370425,0.71051395,0.7168751,0.93103224,7559300,7492223,0.716875085004811,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,5373223,371409,0.70334405,0.7171734,0.9308778,7639537,7492223,0.7171733943316957,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,5421818,375421,0.69126666,0.72365946,0.93075734,7843309,7492223,0.7236594532757501,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,5378551,372777,0.71469575,0.71788454,0.93069196,7525651,7492223,0.7178845317337724,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,5376289,372227,0.71421975,0.71758264,0.9307651,7527500,7492223,0.7175826186700529,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,5310307,366484,0.73365915,0.7087759,0.9309863,7238112,7492223,0.7336591365262102,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,5339882,369358,0.71504664,0.7127233,0.9308303,7467879,7492223,0.7150466685386841,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_35_SFW_U_B_Oscillatoriales_45_107.fa,5357565,370412,0.7056584,0.7150835,0.9308619,7592293,7492223,0.7150834939109527,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_36_ELK_O_B_Oscillatoriales_45_119.fa,5357833,369584,0.6919671,0.71511924,0.9310199,7742901,7492223,0.715119264335832,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_37_MFU_D_B_Oscillatoriales_45_91.fa,5373017,370937,0.70833814,0.7171459,0.930963,7585384,7492223,0.7171458991543631,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_38_RDM_U_B_Oscillatoriales_45_76.fa,5380632,372267,0.7136768,0.7181623,0.9308135,7539312,7492223,0.7181622864135251,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_39_LGB_O_B_Oscillatoriales_45_65.fa,5306807,366235,0.73371375,0.70830876,0.9309877,7232803,7492223,0.733713748321363,1
PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,PH2017_40_RAT_O_B_Oscillatoriales_45_128.fa,5363143,371324,0.71238893,0.715828,0.9307637,7528392,7492223,0.7158279992466855,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_01D_Oscillatoriales_44_513.fa,2594950,350597,0.45161453,0.34327915,0.8648926,5745940,7559300,0.4516145313038424,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_01D_Oscillatoriales_46_31.fa,5005804,58193,0.9819927,0.6622047,0.9883749,5097598,7559300,0.9819926953831981,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_01U_Oscillatoriales_44_212.fa,2653312,356684,0.4397567,0.35099968,0.86557025,6033591,7559300,0.43975668884417257,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_01U_Oscillatoriales_45_14.fa,6456549,74003,0.91211945,0.85411996,0.9885383,7078622,7559300,0.9121194774915231,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_02D_Oscillatoriales_45_1038.fa,5737917,115631,0.95215714,0.759054,0.9798479,6026229,7559300,0.9521571450404557,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_02U_Oscillatoriales_45_393.fa,6776499,122638,0.91686887,0.89644533,0.9819025,7390914,7559300,0.9168688744044377,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_03D_Oscillatoriales_45_235.fa,6550262,98873,0.90988016,0.866517,0.9849055,7199038,7559300,0.909880181213101,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_03U_Oscillatoriales_45_708.fa,6253882,83870,0.9276263,0.82730967,0.98658913,6741812,7559300,0.9276262820737214,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_04D_Oscillatoriales_45_965.fa,6473921,97953,0.92228365,0.8564181,0.9848696,7019447,7559300,0.9222836214875616,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_04U_Oscillatoriales_45_1042.fa,5977688,86742,0.9496671,0.7907727,0.985489,6294509,7559300,0.9496670828495122,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_05S_Oscillatoriales_45_1152.fa,6606122,84005,0.940104,0.87390655,0.98728377,7027012,7559300,0.9401039872992959,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_06S_Oscillatoriales_45_83.fa,2759429,323685,0.43485633,0.36503765,0.88269854,6345611,7559300,0.43485631249693685,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_06S_Oscillatoriales_46_2585.fa,4859512,419213,0.74305296,0.6428521,0.91373354,6539927,7559300,0.7430529423340658,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_07D_Oscillatoriales_45_11.fa,2107823,288741,0.41042045,0.2788384,0.8630146,5135765,7559300,0.41042045342806766,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_07D_Oscillatoriales_46_1245.fa,5048619,376880,0.7304021,0.6678686,0.9253499,6912109,7559300,0.7304021102676477,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_07U_Oscillatoriales_46_236.fa,5287188,364602,0.7244456,0.69942826,0.93104047,7298254,7559300,0.7244456002764497,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_08D_Oscillatoriales_45_74.fa,2697582,336987,0.43306205,0.35685605,0.87507814,6229089,7559300,0.43306204165649265,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_08D_Oscillatoriales_46_1646.fa,5075284,404212,0.73346215,0.671396,0.92035675,6919626,7559300,0.7334621842278759,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_08U_Oscillatoriales_46_180.fa,5318437,368330,0.7315215,0.7035621,0.9307447,7270377,7559300,0.7315214878128053,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_09S_Oscillatoriales_45_247.fa,6860049,83256,0.939699,0.90749794,0.98786366,7300262,7559300,0.9396990135422537,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_10S_Oscillatoriales_46_199.fa,5648350,69774,0.96765894,0.74720544,0.987647,5837129,7559300,0.9676589295867883,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_11S_Oscillatoriales_45_847.fa,6476670,84943,0.921262,0.8567817,0.9868848,7030215,7559300,0.9212620097678378,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_12D_Oscillatoriales_45_607.fa,6584323,82809,0.92861956,0.8710228,0.9874233,7090442,7559300,0.928619541630832,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_12U_Oscillatoriales_45_315.fa,6827139,82960,0.9150194,0.90314436,0.9878485,7461196,7559300,0.915019388312544,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_13D_Oscillatoriales_45_19.fa,2520862,342866,0.42659652,0.33347824,0.8639886,5909242,7559300,0.4265965076400662,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_13U_Oscillatoriales_45_97.fa,2382979,327135,0.4294928,0.31523806,0.86272013,5548356,7559300,0.42949280832015824,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2015_14S_Oscillatoriales_45_132.fa,2397013,328511,0.4239219,0.31709456,0.86294985,5654374,7559300,0.4239219054134021,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,6874299,84514,0.91151536,0.909383,0.9877058,7541616,7559300,0.9115153834403661,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,6832299,88712,0.9100058,0.90382695,0.9870158,7507973,7559300,0.9100058031641829,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,6236742,74128,0.9541008,0.82504225,0.9881143,6536775,7559300,0.9541007606962149,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22.fa,6180336,80433,0.9603574,0.81758046,0.9869857,6435454,7559300,0.9603574200048668,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_05_CCC_O_A_Oscillatoriales_45_72.fa,6920187,96169,0.8981875,0.91545343,0.9861031,7704613,7559300,0.9154534149987432,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,6464915,79275,0.942311,0.8552267,0.98773766,6860702,7559300,0.9423110054918579,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,6693457,83242,0.9236792,0.8854599,0.98756367,7246517,7559300,0.9236791965022645,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,6871503,82455,0.90888774,0.90901315,0.98800045,7560343,7559300,0.9090131361369439,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_09_SFU_O_A_Oscillatoriales_45_144.fa,6774538,81702,0.9365684,0.8961859,0.98793983,7233362,7559300,0.9365683619871368,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_10_PVI_O_A_Oscillatoriales_46_64.fa,5393927,371642,0.7138803,0.7135485,0.9310999,7555786,7559300,0.7138803295911239,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_11_PCY_U_A_Oscillatoriales_46_44.fa,5394492,371495,0.7074972,0.7136232,0.9311344,7624754,7559300,0.7136232190811318,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_12_PCY_D_A_Oscillatoriales_46_131.fa,5390097,371579,0.708915,0.71304184,0.93106264,7603305,7559300,0.7130418160411678,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_13_LAR_U_A_Oscillatoriales_45_90.fa,6863670,83478,0.90600044,0.9079769,0.9878377,7575791,7559300,0.907976929080735,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_14_LAR_D_A_Oscillatoriales_45_71.fa,6849190,83037,0.9027871,0.9060614,0.98787636,7586717,7559300,0.9060614078023097,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_15_JOR_U_A_Oscillatoriales_45_73.fa,6841419,84006,0.8946203,0.9050334,0.98772097,7647288,7559300,0.9050334025637294,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_16_JOR_D_A_Oscillatoriales_45_142.fa,6784146,81101,0.92249596,0.8974569,0.9880455,7354120,7559300,0.9224959614474607,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_17_BER_D_A_Oscillatoriales_45_133.fa,6894302,103216,0.9055582,0.91202915,0.9850288,7613317,7559300,0.9120291561387959,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_18_LLB_O_A_Oscillatoriales_45_52.fa,6841626,87387,0.9091196,0.90506077,0.98722714,7525551,7559300,0.9091196113081952,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_19_SFW_U_A_Oscillatoriales_45_100.fa,6817563,94660,0.8987477,0.9018776,0.9861153,7585625,7559300,0.9018775548000476,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,6827260,84004,0.89909655,0.90316033,0.9876958,7593467,7559300,0.9031603455346394,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_21_RUC_O_A_Oscillatoriales_46_74.fa,5399592,367943,0.7177398,0.7142979,0.9318573,7523049,7559300,0.7177398419178181,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,5390930,367193,0.71843797,0.713152,0.9318869,7503682,7559300,0.7184379615234228,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,6793460,85729,0.9107218,0.89868903,0.9873807,7459424,7559300,0.9107217929963494,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,6776747,84746,0.90766406,0.8964781,0.9874946,7466140,7559300,0.907664067376181,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,6856166,84583,0.8860848,0.90698427,0.9876632,7737596,7559300,0.9069842445729102,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,5368049,370102,0.7164828,0.71012515,0.93105465,7492223,7559300,0.716482811576751,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,7558793,0,0.99993294,0.99993294,1.0,7559300,7559300,0.9999329302977789,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,6984952,80568,0.9143161,0.924021,0.9884655,7639537,7559300,0.9240210072361198,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,7058557,69146,0.89994633,0.933758,0.9902039,7843309,7559300,0.9337580199224796,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,6810215,83352,0.9049337,0.9009055,0.9877607,7525651,7559300,0.9049336728477044,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,6810415,83988,0.90473795,0.90093195,0.98766774,7527500,7559300,0.904737960810362,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,6771191,80691,0.9354913,0.89574313,0.9880832,7238112,7559300,0.9354913270200848,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,6642149,82671,0.8894291,0.8786725,0.9875536,7467879,7559300,0.8894291136747128,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_35_SFW_U_B_Oscillatoriales_45_107.fa,6838406,84381,0.90070367,0.90463483,0.9876607,7592293,7559300,0.9046348206844549,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_36_ELK_O_B_Oscillatoriales_45_119.fa,6858765,84704,0.88581336,0.90732807,0.9876503,7742901,7559300,0.9073280594764066,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_37_MFU_D_B_Oscillatoriales_45_91.fa,6957090,80269,0.91717046,0.92033523,0.98846227,7585384,7559300,0.9203352162237244,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_38_RDM_U_B_Oscillatoriales_45_76.fa,6818460,83999,0.90438753,0.9019962,0.9876807,7539312,7559300,0.9043875621542125,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_39_LGB_O_B_Oscillatoriales_45_65.fa,6762180,81609,0.9349321,0.8945511,0.98793155,7232803,7559300,0.9349321417989679,1
PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,PH2017_40_RAT_O_B_Oscillatoriales_45_128.fa,6684609,84295,0.8879199,0.88428944,0.9873897,7528392,7559300,0.8879198904626645,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_01D_Oscillatoriales_44_513.fa,2614749,353051,0.45506027,0.34226537,0.8649771,5745940,7639537,0.45506026864185845,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_01D_Oscillatoriales_46_31.fa,5041269,52417,0.9889499,0.65989196,0.98960245,5097598,7639537,0.9889498936557963,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_01U_Oscillatoriales_44_212.fa,2682488,360238,0.4445923,0.35113227,0.8657075,6033591,7639537,0.44459228343452517,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_01U_Oscillatoriales_45_14.fa,6545690,73999,0.9247125,0.8568176,0.988695,7078622,7639537,0.924712465222751,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_02D_Oscillatoriales_45_1038.fa,5791877,111841,0.9611113,0.75814503,0.98069,6026229,7639537,0.9611113351318047,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_02U_Oscillatoriales_45_393.fa,7131148,110568,0.96485335,0.9334529,0.98449504,7390914,7639537,0.9648533320777376,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_03D_Oscillatoriales_45_235.fa,6475718,102564,0.89952546,0.84765846,0.98416173,7199038,7639537,0.8995254643745456,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_03U_Oscillatoriales_45_708.fa,6180017,86290,0.91667,0.8089518,0.98603725,6741812,7639537,0.9166700287697136,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_04D_Oscillatoriales_45_965.fa,6419137,98255,0.914479,0.8402521,0.9846934,7019447,7639537,0.9144790180764952,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_04U_Oscillatoriales_45_1042.fa,5889469,88395,0.93565184,0.7709196,0.984991,6294509,7639537,0.9356518514788048,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_05S_Oscillatoriales_45_1152.fa,6620556,82072,0.94215804,0.86661744,0.9876035,7027012,7639537,0.9421580609226226,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_06S_Oscillatoriales_45_83.fa,2762777,321255,0.43538392,0.36164194,0.8837203,6345611,7639537,0.4353839212646347,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_06S_Oscillatoriales_46_2585.fa,4875057,422960,0.7454299,0.63813514,0.91324,6539927,7639537,0.7454298801806197,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_07D_Oscillatoriales_45_11.fa,2106493,288099,0.4101615,0.27573568,0.86323285,5135765,7639537,0.41016148519256623,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_07D_Oscillatoriales_46_1245.fa,5059389,377625,0.73196024,0.6622638,0.9253615,6912109,7639537,0.7319602454185835,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_07U_Oscillatoriales_46_236.fa,5292028,365713,0.7251088,0.6927158,0.9308936,7298254,7639537,0.7251087725913623,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_08D_Oscillatoriales_45_74.fa,2695827,335712,0.4327803,0.35287833,0.87546974,6229089,7639537,0.4327802990132265,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_08D_Oscillatoriales_46_1646.fa,5074898,405068,0.7334064,0.66429394,0.92018205,6919626,7639537,0.733406400866174,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_08U_Oscillatoriales_46_180.fa,5325963,368937,0.73255664,0.6971578,0.93072855,7270377,7639537,0.7325566473375452,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_09S_Oscillatoriales_45_247.fa,6845148,78044,0.93765783,0.89601606,0.98859864,7300262,7639537,0.9376578539235989,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_10S_Oscillatoriales_46_199.fa,5744403,51282,0.98411447,0.7519308,0.9910727,5837129,7639537,0.9841144507856516,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_11S_Oscillatoriales_45_847.fa,6540332,83859,0.9303175,0.8561163,0.98717815,7030215,7639537,0.9303174938462053,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_12D_Oscillatoriales_45_607.fa,6638396,79758,0.93624574,0.86895263,0.9879854,7090442,7639537,0.9362457234682972,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_12U_Oscillatoriales_45_315.fa,6875190,81163,0.9214595,0.89994854,0.9881948,7461196,7639537,0.921459508636417,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_13D_Oscillatoriales_45_19.fa,2514844,341152,0.42557812,0.32918802,0.86434466,5909242,7639537,0.42557810291066095,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_13U_Oscillatoriales_45_97.fa,2370437,325673,0.42723233,0.31028542,0.8626106,5548356,7639537,0.4272323189067176,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2015_14S_Oscillatoriales_45_132.fa,2381527,326403,0.42118314,0.3117371,0.8629438,5654374,7639537,0.42118314069780316,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,7262553,70371,0.9629969,0.95065355,0.99031043,7541616,7639537,0.9629969226754584,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,6843967,87412,0.9115599,0.8958615,0.98722786,7507973,7639537,0.9115598844055512,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,6285021,71377,0.9614865,0.82269657,0.9886433,6536775,7639537,0.9614865128446367,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22.fa,6307648,72584,0.9801403,0.82565844,0.9884927,6435454,7639537,0.9801403288719024,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_05_CCC_O_A_Oscillatoriales_45_72.fa,6845495,98731,0.88849306,0.8960615,0.9855772,7704613,7639537,0.8960615021564788,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,6492762,77503,0.94636995,0.84988946,0.98806316,6860702,7639537,0.9463699195796582,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,7046413,69767,0.9723862,0.92236125,0.99009895,7246517,7639537,0.9723861822169189,1
PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,7251914,69204,0.9592044,0.94926095,0.9904571,7560343,7639537,0.9592043641406217,1
